# chunk 1009 1409 levels 0..0 squares 64
1009 1409 8072 11272 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8032,11272
1026 1401 8210 11212 1 | exterior |  | 133967855 134217541 0 | 0 0 0 | 124 | -1 | -
1026 1401 8211 11212 1 | exterior |  | 133967855 134217541 0 | 0 0 0 | 124 | -1 | -
1026 1401 8212 11212 1 | exterior |  | 133967855 134217541 0 | 0 0 0 | 124 | -1 | -
1026 1401 8213 11212 1 | exterior |  | 133967855 134217541 0 | 0 0 0 | 124 | -1 | -
1026 1401 8214 11212 1 | exterior |  | 133967855 134217541 0 | 0 0 0 | 124 | -1 | -
1026 1401 8215 11212 1 | exterior |  | 134115311 134217573 0 | 0 0 0 | 28 | -1 | -
1026 1401 8208 11213 1 | exterior |  | 134001647 134217549 0 | 0 0 0 | 241 | -1 | -
1026 1401 8209 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8210 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8211 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8212 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8213 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8214 11213 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8215 11213 1 | exterior |  | 134113775 134217573 0 | 0 0 0 | 31 | -1 | -
1026 1401 8208 11214 1 | exterior |  | 134001647 134217549 0 | 0 0 0 | 241 | -1 | -
1026 1401 8209 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8210 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8211 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8212 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8213 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8214 11214 1 | exterior |  | 133964271 134217541 0 | 0 0 0 | 255 | -1 | -
1026 1401 8215 11214 1 | exterior |  | 134113775 134217573 0 | 0 0 0 | 31 | -1 | -
1026 1401 8208 11215 1 | exterior |  | 134198255 134217677 0 | 0 0 0 | 193 | -1 | -
1026 1401 8209 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8210 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8211 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8212 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8213 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8214 11215 1 | exterior |  | 134193647 134217669 0 | 0 0 0 | 199 | -1 | -
1026 1401 8215 11215 1 | exterior |  | 134212079 134217701 0 | 0 0 0 | 7 | -1 | -
1026 1401 8208 11212 2 | exterior |  | 134004719 134217551 0 | 0 0 1 | 112 | -1 | -
1026 1401 8209 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8210 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8211 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8212 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8213 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8214 11212 2 | exterior |  | 133967855 134217543 0 | 0 0 1 | 124 | -1 | -
1026 1401 8215 11212 2 | exterior |  | 134115311 134217575 0 | 0 0 1 | 28 | -1 | -
1026 1401 8208 11213 2 | exterior | 39=0 | 134001647 134217549 0 | 0 0 1 | 241 | -1 | -
1026 1401 8209 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8210 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8211 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8212 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8213 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8214 11213 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8215 11213 2 | exterior | 39=0 | 134113775 134217573 0 | 0 0 1 | 31 | -1 | -
1026 1401 8208 11214 2 | exterior | 39=0 | 134001647 134217549 0 | 0 0 1 | 241 | -1 | -
1026 1401 8209 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8210 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8211 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8212 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8213 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8214 11214 2 | exterior | 39=0 | 133964271 134217541 0 | 0 0 1 | 255 | -1 | -
1026 1401 8215 11214 2 | exterior | 39=0 | 134113775 134217573 0 | 0 0 1 | 31 | -1 | -
1026 1401 8208 11215 2 | exterior |  | 134198255 134217677 0 | 0 0 1 | 193 | -1 | -
1026 1401 8209 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8210 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8211 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8212 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8213 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8214 11215 2 | exterior |  | 134193647 134217669 0 | 0 0 1 | 199 | -1 | -
1026 1401 8215 11215 2 | exterior |  | 134212079 134217701 0 | 0 0 1 | 7 | -1 | -
# chunk 1026 1399 levels 0..0 squares 64
1026 1399 8208 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8192,11096
1026 1399 8209 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8210 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8211 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8212 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8213 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8214 11192 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11096
1026 1399 8215 11192 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8192,11096
1026 1399 8208 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11193 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11193 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,138=472,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11194 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,39=0,93=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11194 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11195 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11195 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11195 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11196 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11197 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11096
1026 1399 8209 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8210 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8211 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8212 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8213 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8214 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11096
1026 1399 8215 11198 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11096
1026 1399 8208 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134198271 134198271 0 | 0 0 1 | 193 | -1 | @8192,11096
1026 1399 8209 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8210 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8211 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8212 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8213 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8214 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11096
1026 1399 8215 11199 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=13 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8192,11096
# chunk 1026 1402 levels 0..0 squares 64
1026 1402 8208 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8192,11216
1026 1402 8209 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8210 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8211 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8212 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8213 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8214 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8192,11216
1026 1402 8215 11216 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8192,11216
1026 1402 8208 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11217 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11218 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11219 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11220 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11221 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=9 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11222 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=3,230=0 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8192,11216
1026 1402 8209 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8210 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8211 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8212 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8213 11222 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,39=0,93=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8214 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8192,11216
1026 1402 8215 11222 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8192,11216
1026 1402 8208 11223 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134198271 134198271 0 | 0 0 1 | 193 | -1 | @8192,11216
1026 1402 8209 11223 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8192,11216
